"bbid","naam","uri","straatnaam","straat_uri","breen","kleinnr","nr1876","tekst"
"BB136","Gemene Overtimmerde Gang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Anjeliersstraat - Gemene Overtimmerde Gang TA: 1 Anjeliersstraat [Id.] Erfje, via een gang 04-12-1645 (\"Jan Claesz Cloompje goud mede Corendrager, een erff ... gelegen Jnde Angeliers straet, een gemeene overtimmerde gangh in te gaen ... 1645-12-04\")"
"BB137","Gemene Overtimmerde Gang",,"Anjeliersstraat Zz","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Anjeliersstraat Zz - Gemene Overtimmerde Gang WV: 1 (1655-02-13)"
"BB138","Slopje",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Anjeliersstraat – Slopje Kw.: 1 (1625-07-10)"
"BB139","Slopsteegje",,"Anjeliersstraat Nz","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Anjeliersstraat Nz - Slopsteegje TA: 1 (\"Jan Pietersz turfdrager een achterhuys en(de) erve get(eken)t no. 2, Staende en(de) leggende inde Angeliers Straet aende Noord Zyde in een Slop Steegjen ... Streckende voor vande gemeene gangh ... 1685-03-14\")"
"BB140","Uitgang",,"Anjeliersstraat Nz","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Anjeliersstraat Nz – Uitgang Kw.: 1 (1734-01-13)"
"BB141","Vrije Gang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Anjeliersstraat Zz bij de Eerste Dwarsstraat - Vrije Gang TA: 1 09-05-1661 Anjeliersstraat [Id. (ZZ)] Huis en erf, bij de eerste dwarsstraat in een vrije gang"
"BB142","Ankelmansgang",,"Joden Houttuinen","https://adamlink.nl/geo/street/joden-houttuinen/2157","nee",,,"Ankelmansgang – Joden Houttuinen BS zie: Ankermansgang"
"BB143","Ankermansgang","https://adamlink.nl/geo/street/dankelmansgang/7044","Joden Houttuinen","https://adamlink.nl/geo/street/joden-houttuinen/2157","ja","59/60","116-122","Ankermansgang B: Joden Houttuinen 59/60   116-122 Op een der wijkkaarten van wijk XV (c.a. 1788): Dankelmansgang; in het register van 1796, misschien door eene schrijffout, Akkermansgang.; K1805; BS: G 1, O 3/(6), Ov 2 (1811-1852); RN53; BA53, (tGA); RN75; L; Tram25; AS30; SvA35"
"BB144","Ankersgang",,"Joden Houttuinen","https://adamlink.nl/geo/street/joden-houttuinen/2157","nee",,,"Ankersgang – Joden Houttuinen BS: Ov 1 (O11/7/97v)"
"BB145","Ankersgang",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","ja","-","-","Ankersgang B: Lijnbaansgracht -   -   vervallen. Volgens de kaarten van wijk 35 (1732-1794). In het register van 1796 komt zij niet meer voor.; BWK"
"BB146","Ankersgang",,"Taandwarsstraat","https://adamlink.nl/geo/street/taandwarsstraat/4370","ja","3","-","Ankersgang B: Taandwarsstraat 3   -   vervallen.; BWK; TA: 1 (1762); MNM: 1 (1807); K1805"
"BB147","Annaatjesgang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","101","57","Annaatjesgang B: Palmstraat 101   57 Volgens de kaart van wijk 51. In de registers van 1796 en verv. naamloos.; BWK; L"
"BB148","Anna-Elisabethsgang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","-","-","Anna-Elisabethsgang B: Palmstraat -   -   vervallen. Kaart van wijk 51. In het register van 1796 komt deze gang niet voor; BWK; (L)"
"BB149","Annetjesgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Annetjesgang – Laurierstraat B W Kf: 1 (1691-02-14)"
"BB150","Sint Anthonieshofje",,"Kromme Palmstraat","https://adamlink.nl/geo/street/kromme-palmstraat/2544","nee",,,"Sint Anthonieshofje – Kromme Palmstraat BS: O 1 (O22/3/180v)"
"BB151","Apengang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","ja","7","-","Apengang B: Oude Looiersstraat 7   -   vervallen.; BWK; TA: 1 (1795); K1805; BS: O 1 (1847); (BA53); (L)"
"BB152","Apolo’s Hofje",,,,"nee",,,"Apolo’s Hofje – Egelantiersstraat AS30 = Anslo’shofje"
"BB153","Apothekersgang",,"Boomstraat","https://adamlink.nl/geo/street/boomstraat/543","ja","85","25","Apothekersgang B: Boomstraat 85   25 Thans: Blauwegang; K1805; RN53; RN75; L; H; Tram25; AS30; SvA35; AAA38/39"
"BB154","Appelboomsgang",,"Achtergracht","https://adamlink.nl/geo/street/achtergracht/38","ja","67","-","Appelboomsgang B: Achtergracht 67   -   vervallen; (RN53); BA53; (L)"
"BB155",,,,,,,,"Appelboomsgang TA zie: Molle(n)gang - Anjeliersstraat Zz"
"BB156","Appelboomsgang",,"2e Looiersdwarsstraat","https://adamlink.nl/geo/street/tweede-looiersdwarsstraat/4566","nee",,,"Appelboomsgang – 2e Looiersdwarsstraat BWK; Kw.; B W Kf; TA; MNM; K1805 zie: Appelboomshofje"
"BB157","Appelboomsgang",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","ja","177","130","Appelboomsgang B: Oudezijds Voorburgwal 177   130 Thans naamloos.; BWK; B KL: 10 (1664-1672); B A Kf: 1 (1680); TA: 1 (1800); MNM: 1 (1800); K1805; BS: G 2, O 3, Ov 9 (1811-1817); RN53; BA53; L"
"BB158","Appelboomsgang",,"2e Tuindwarsstraat","https://adamlink.nl/geo/street/tweede-tuindwarsstraat/4575","ja","53","-","Appelboomsgang B: 2e Tuindwarsstraat 53   -   vervallen.; BWK; K1805"
"BB159","Appelboomshofje",,"2e Looiersdwarsstraat","https://adamlink.nl/geo/street/tweede-looiersdwarsstraat/4566","ja","39","-","Appelboomshofje B: 2e Looiersdwarsstraat 39   -   vervallen.; BWK; B W Kf: 4 (1692-1696); Kw.: 2 (1739, 1748); TA: 4 (1748-1794); MNM: 2 (1762, 1791); K1805; BS: G 5, O 17, Ov 5 (1811-1829)"
"BB160","Appelboomssteeg(je)",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Appelboomssteeg(je) – Oudezijds Voorburgwal B KL; BS zie: Appelboomsgang"
"BB161","Appeldragersgang – Goudsbloemstraat B K Kf: 1 (1655-11-18); Kw.: 1 (1737-03-19); TA: 9 (1661-02-01, 1661-10-14, 1666-05-15 (2x), 1781-",,,,"nee",,,"Appeldragersgang – Goudsbloemstraat B K Kf: 1 (1655-11-18); Kw.: 1 (1737-03-19); TA: 9 (1661-02-01, 1661-10-14, 1666-05-15 (2x), 1781-  -  , \"Een Huijsje en Erve Staande en gelegen in de Gouds blomStraat aande Zuijd zijde inde appeldragers gang vanouds getekent met No. 4 ... 1781-09-13\", \"Een Agterhuys en Erve, staande & geleegen binnen deeze Stad inde Goudbloem straat Z. Z tusschen de Tweede & derde dwars=straat, circa in t midden inde glaazemakers, of Appeldragers gang ... 1793-09-11\", \"Een Agter huys en Erve Staande & gelegen inde Goudsbloemstraat inde Glaazemakersgang anders genaamd de Appeldragers gang Get. D 12 G: 27. No. 2. ... 1801-09-04\", \"Een Achter huys en Erve Staande en geleegen in de Goudbloemstraat in de Glaazemakers of Appeldragersgang D 12 G27 N. 2 ... 1804-11-20\") ; MNM: 3 (1757-01-22, 1783-03-17 (2x))"
"BB162","Appelenhofje",,,,"nee",,,"Appelenhofje – Lange Leidsedwarsstraat BS; RN53; BA53 zie: Appelhofje"
"BB163","Appelenkruiers- of Appelenmetersgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","ja","83/82","11-15","Appelenkruiers- of Appelenmetersgang B: Oude Looiersstraat 83/82   11-15; BWK; B W Kf: 3 (1692-1697); Kw.: 2 (1733, 1796); WV: 2 (1693, 1721) ; B Wk: 1 (1750); TA: 5 (1693-1776); MNM: 3 (1767-1795); K1805; BS: O 7, Ov 1 (1814-1847); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB164","Appelgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Appelgang – Oude Looiersstraat BS zie: Appelenkruiersgang"
"BB165","Appelhofje",,"Lange Leidsedwarsstraat","https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609","ja","180/179","192-196","Appelhofje B: Lange Leidsedwarsstraat 180/179   192-196; BWK; K1805; BS: G 8, Ov 2 (1812-1831) ; RN53; BA53; RN75"
"BB166","Appelkamp",,"Haarlemmerpoort",,"nee",,,"Appelkamp - Haarlemmerpoort - Steegje Kw.: 1 (1564-05-29)"
"BB167","Appelkruidersgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Appelkruidersgang – Oude Looiersstraat B W Kf zie: Appelenkruiersgang"
"BB168","Appelmanssteegje",,,,"nee",,,"Appelmanssteegje – Nes K1559"
"BB169","Appelmanssteegje",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Appelmanssteegje – Nieuwezijds Voorburgwal Kw.: 1 (1587-06-02); B K Kf: 1 (1602-09-07); WV: 1 (1631-01-06); TA: 1 (1587-06-01)"
"BB170","Appelmetersgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Appelmetersgang – Oude Looiersstraat TA; WV; MNM; RN53 zie: Appelenkruiersgang"
"BB171","Appeltonsgang",,"Singel","https://adamlink.nl/geo/street/singel/4088","ja","60","-","Appeltonsgang B: Singel 60   -   vervallen.; B H&L Kf: 1 (1736); (Kw.: 1); RN53; BA53; (L)"
"BB172","Arend Boeleszsteegje",,"Oudezijds Dwarsstraat",,"nee",,,"Arend Boeleszsteegje – Oudezijds Dwarsstraat Kw.: 1 (1565-04-06)"
"BB173",,,,,,,,"Arend Bouwensteeg BF; CC; OD; W; krt1796; krt 1829; krt1842; tGA"
"BB174",,,,,,,,"Steegje van Arend Hendricksz Kw.; WV zie: Vogeldwarssteeg"
"BB175","Arend Jacobszoonssteeg",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","ja","177/178","130","Arend Jacobszoonssteeg B: Oudezijds Voorburgwal 177/178   130 Ook: Duifjessteeg. Thans naamloos.; K1559; D OK: 44 (1564-1570); BF; CC; OD; W; BWK; Kw.: 101 (1564-1801); B K Kf: 6 (1602-1605); WV: 9 (1623-1797); B KL: 17 (1664-1673); B H&L Kf: 1 (1679); B A Kf: 2 (1679); TA: 67 (1564 -, \"een huys en erf Staande en leggende op de fluweele burgwal in een gemeene gang, genaamt het Duijfjes-Steegje ... 1733-09-10\", -1809); MNM:  21 (1759-1805); K1805; BS: G 48, O 68, Ov 36 (1811-1849/75); krt1797; krt1820; krt1842; RN53; BA53; BR; tG; tGA; L"
"BB176","Gang",,"Duifjessteeg","https://adamlink.nl/geo/street/duifjessteeg/1112","nee",,,"Duifjessteeg – Gang Kw.: 3 (1650-02-03, 1696-07-20, 1720-01-25); TA: 1 (1645-06-22); WV: 1 (1661-01-10)"
"BB177","Duifjessteeg",,"Servetsteeg","https://adamlink.nl/geo/street/servetsteeg/4050","nee",,,"Duifjessteeg - Servetsteeg - Uitgang TA: 2 (\" een huys ende erve staende In 't Ravetsteechgin gent het Reijgertgen ... met een vrye uytganck Jnt Duyffgenssteechgin ...  1629-11-10\", \"een huys en Erve met een uyt gangh daar agter, tot in het duyfjes steegje, ende met een Vrye overgetimmerde Gangh daar neevens met de plaats, en kooken ende Zijn Erf, Staande ende geleegen inde Servet Steeg aan de noordzyde daar oude Reyger voor Staat ... 1734-12-15\")"
"BB178","Arendsgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Arendsgang – Anjeliersstraat Kw.: 3 (1740-08-25, 1748-02-13, 1801-02-10)"
"BB179","Arendsgang",,"Foeliedwarsstraat","https://adamlink.nl/geo/street/foeliedwarsstraat/1348","ja","26","58","Arendsgang B: Foeliedwarsstraat 26   58 In het register van 1796 is de naam: Vliegende Arendsgang.; Kw.: 1 (1750); TA: 8 (1740-1811); MNM: 3 (1766-1798); BS: G 4, O 6, Ov 1 (1812-1851); RN53; BA53; BR; RN75; L"
"BB180","Arendsgang",,"Galgenstraat","https://adamlink.nl/geo/street/galgenstraat/1422","ja","32","-","Arendsgang B: Galgenstraat 32   -   vervallen.; BWK; K1805"
"BB181","Arendsgang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Arendsgang - Paardenstraat TA 1658-10-11 zie Lange-Aardegang"
"BB182","Arendsgang",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Arendsgang – Rozenstraat BS: O 1 (O42/7/73)"
"BB183","Arendsgang",,"Sint Geertruidensteeg","https://adamlink.nl/geo/street/sint-geertruidensteeg/4099","nee",,,"Arendsgang – Sint Geertruidensteeg BS zie: Zwarte Arendsgang"
"BB184","Gang van Schout Arent",,"Dirk van Hasseltssteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","nee",,,"Gang van Schout Arent - Dirk van Hasseltssteeg TA 1605-06-07 zie: Slopsteegje"
"BB185",,,,,,,,"Schout Arentsteeg(je) Kw. zie: Spanjaardspoort – Dirk van Hasseltssteeg"
"BB186","Arke-Noachsgang","https://adamlink.nl/geo/street/arke-noachsgang/5696","Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","ja","2/3","6","Arke-Noachsgang B: Elandsgracht 2/3   6; W; (WV: 1); B W Kf : 1 (1694); Kw.: 4 (1754-1796): TA: 16 (1683-1809); MNM: 5 (1758-1797); K1805; BS: G 5, O 13, Ov 4 (1812-1848); RN53; BA53; BR; L; H; Tram25; AS30; SvA35"
"BB187","Arke-Noachsgang",,"Kloveniersburgwal","https://adamlink.nl/geo/street/kloveniersburgwal/2409","ja","68","13","Arke-Noachsgang B: Kloveniersburgwal 68   13 In het register van 1796: Het Arkje; BWK; WV: 1 (1686); K1805; RN53; BA53; (tGA); L"
"BB188","Arke Noachsgang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","nee",,,"Arke Noachsgang – Prinsengracht Kw.: 4 (1708-01-25, 1708-01-26, 1725-05-17, 1726-06-06) ; WV: 1 (1720-12-24); TA: 4 (1715-02-21, \"de Vriesse Doopsgezinde gemeente binnen deze stad, thans haare Vergadering houdende op de prince gragt in de Arke Noach een Sesde Part in twee huysjes en erven, staande en leggende opde Princegraft bij de Princesluijs in een gang voor deezen genaemd de Sonne gang, en nu de Arke Noachsgang ... 1723-07-14\", 1724-02-25, \"aan de Diaconen en opzienders van de Doopsgezinde gemeente genaamd de oude vriesen haar vergadering houdende op de Prince graft in de Arke Noach binnen deze Stad ... een darde part in twee huijsjes en erven ... staande en leggende op de prince graft, benoorden de princestraat, in de Sonne of wel nu genaamd de arke noachsgang ... 1726-02-15\"); MNM: 1 (1776-10-21); ONA: 1 (1781-08-14/1781-09-05); B Nok: 2 (1781-01-16, 1781-05-29); K1805; krt1829"
"BB189","Arke-Noachsgang",,"Prinsenstraat","https://adamlink.nl/geo/street/prinsenstraat/3686","ja","11","-","Arke-Noachsgang B: Prinsenstraat 11   -   vervallen.; W; B Nk: 1 (1781); K1805; (tGA)"
"BB190",,,,,,,,"Arke Noach(shofje) krt1796 zie: Hofje de Zon"
"BB191","Het Arkje",,"Kloveniersburgwal","https://adamlink.nl/geo/street/kloveniersburgwal/2409","nee",,,"Het Arkje – Kloveniersburgwal B zie: Arke-Noachsgang"
"BB192","Arme Gemene Huizengang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Arme Gemene Huizengang – Laurierstraat TA: 1 (1765-12-30)"
"BB193","Arme Kostersgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Arme Kostersgang – Anjeliersstraat BS zie Harmen Kostersgang"
"BB194","Armengang",,,,"ja",,,"Armengang B: Laurierstr. b/d. Lijnbaansgr. -   -   vervallen. Deze gang wordt genoemd in het Inneemboek van het Aalmoezeniersweeshuis Ao. 1732, No. 241; B Wk: 1 (1750-06-12)"
"BB195","Armengang",,"1e Looiersdwarsstraat","https://adamlink.nl/geo/street/eerste-looiersdwarsstraat/1190","ja","-","-","Armengang B: 1e Looiersdwarsstraat -   -   vervallen. Volgens de wijkkaarten van wijk 35 (1732-1794); niet meer in het reg. van 1796; BWK"
"BB196",,,,,,,,"Arnolds-/Arnoldus-/Arnouds-/Arnoutsgang – Prinsengracht W; TA; K1805; BS zie: Aarnoudsgang"
"BB197","As(ch)kopersgang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"As(ch)kopersgang – Tuinstraat Kw. zie: Drie Astonnengang; TA: 3 (1722-01-22, 1722-06-30, 1722-10-21)"
"BB198","As(ch)tonnengang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"As(ch)tonnengang – Anjeliersgracht BS zie: Drie Aschtonnengang"
"BB199","As(ch)tonnengang",,"Sint Pieterssteeg","https://adamlink.nl/geo/street/sint-pieterssteeg/4113","nee",,,"As(ch)tonnengang – Sint Pieterssteeg BS zie: Drie Aschtonnengang"
"BB200","Aschtonnengang","https://adamlink.nl/geo/street/aschtonnengang/6742","Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","ja","22","48","Aschtonnengang B: Tuinstraat 22   48; BWK; (B K Kf: 1); Kw. (zie ook: Drie Astonnengang): 2 (1706, 1806); TA: 14 (1684-1791); MNM: 5 (1757-1804); K1805; BS: O 3/(4) (1818-1843); RN53; BA53; RN75; L ; H; Tram25; AS30; SvA35; AAA38/39"
"BB201","Gang",,"De Astonnentjes",,"nee",,,"De Astonnentjes – Anjeliersgracht – Gang TA: 1 (1744-05-22)"
"BB202","As(ch)vatengang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"As(ch)vatengang – Tuinstraat BS zie: Aschtonnengang"
"BB203","Azijnmakersgang",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Azijnmakersgang – Nieuwezijds Voorburgwal Kw.; TA; BS zie: Azijnmakerssteeg"
"BB204","Azijnmakerssteeg","https://adamlink.nl/geo/street/azynmakers-steeg/5467","Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","ja","22/23","185","Azijnmakerssteeg B: Nieuwezijds Voorburgwal 22/23   185   vervallen. In 1796 ook Zwartlakensteeg; BF; W; BWK; Kw.: 4 (1775-1789); TA: 4 (1721, \"Drie Agterhuisen en derzelver Erven daar agter, in de Swarte hand of Azynmakers-Steeg ... 1775-07-06\",  \"Een huijs en Erve Staande ende Geleegen binnen dese Stad in t Zwarte hand Steegje of Azijn Makers gang Zuijd Zijde uitkomende op de Lucia burg wal, of Pypemarkt ... 1784-10-26\", 1789-11-18 zie: Zwartehandsteeg); MNM: 1 (1775); K1805; BS: G (1),O 2, Ov 1 (1815-1824); krt1829; krt1842; RN53; BA53; RN75; L; Tram25; AS30; SvA35"
"BB205","Baafjesgang",,,,"ja",,,"Baafjesgang B: Laurierstraat 93/96 [93/94]  214-216; Kw.: 4 (1752-1785); B W Kf: 2 (1762); TA: 8 (1752-1810); MNM: 7 (1768-1805); K1805; BS: G 1/(2), Ov 2 (1812-1817); RN53; BR; tGA; RN75; L; H; Tram25; AS30; SvA35"
"BB206","Gang",,"Baafjessteeg","https://adamlink.nl/geo/street/baefjes-steeg/5625","nee",,,"Baafjessteeg – Gang WV: 1 (1679-01-27); Kw.: 2 (1706-05-07, 1769-01-19)"
"BB207","Naamlooze Gang.",,"Baafjessteeg","https://adamlink.nl/geo/street/baefjes-steeg/5625","ja","4","-","Baafjessteeg B: Naamlooze Gang. 4   -   vervallen."
"BB208","Baafjessteeg",,,,"nee",,,"Baafjessteeg – Gang BA53"
"BB209",,,,,,,,"De Baanbrug TA 1608-06-21 zie: Spaans Leger - Steegje"
"BB210","Baanbrugsteeg",,"Warmoesstraat","https://adamlink.nl/geo/street/warmoesstraat/4883","nee",,,"Baanbrugsteeg – Warmoesstraat BS: G 1 (G12/5/231v), O 1 (O14/9/27v)"
"BB211","Naamlooze Gang.",,"Baanbrugsteeg","https://adamlink.nl/geo/street/baanbrugsteeg/261","ja","11","-","Baanbrugsteeg B: Naamlooze Gang. 11   -   vervallen."
"BB212","Baanbrugsteeg",,,,"nee",,,"Baanbrugsteeg – Gang RN53"
"BB213","Gang",,"Baanpad",,"nee",,,"Baanpad – Gang TA: 2 (\"een erff gelegen op de Angeliers gracht ... met een huys daer op staen(de) en(de) een gangh van vier voeten breet aen(de) westzyde van desen huyse gelegen nu uijtcomen(de) op t Baen pat welcke gangh desen huyse voorde helfte toecomen(de) es ... strecken(de) voor vande straet vande angeliers gracht tot achter aent Baenpat ... 1618-06-06\", \"een Erffue gelegen op de Angeliers gracht ... met een huys ende Coocken daer op staen(de), ende een gang van vier voeten breet, aen de oostzijde van desen huyse gelegen, nu uytcomende opt Baenpadt, welcke gang desen huyse voorde helfte toecomende is ... Streckende voor vande straet van de Angeliersgraft, tot aen het Baenpadt toe ... 1619-07-23)"
"BB214","Baansteeg",,"Zoutkeetsgracht","https://adamlink.nl/geo/street/zoutkeetsgracht/5188","ja","32/33","-","Baansteeg B: Zoutkeetsgracht 32/33   -   vervallen.; W; BWK; Kw.: 10 (1741-1794); TA: 9 (1711-1809); MNM: 2 (1805, 1807); K1805; BS: O 1/(2) (1812); krt1829; krt1842; tGA; L"
"BB215",,,,,,,,"Baansteegje Kw.; TA; MNM; K1805 zie: Baansteeg – Zoutkeetsgracht"
"BB216",,,,,,,,"Baansteegje Kw.: 1 (1653-05-24)"
"BB217","Baansteegje",,"Binnen Bantammerstraat","https://adamlink.nl/geo/street/binnen-bantammerstraat/464","nee",,,"Baansteegje – Binnen Bantammerstraat WV: 1 (1721-11-24)"
"BB218","Baansteegje",,"Jonkerstraat","https://adamlink.nl/geo/street/jonkerstraat/6953","nee",,,"Baansteegje – Jonkerstraat TA: 1 (1696-03-19)"
"BB219","Baansteegje",,"Oude Waal","https://adamlink.nl/geo/street/oude-waal/3393","nee",,,"Baansteegje – Oude Waal TA: 2 (1615-02-21, 1639-03-14)"
"BB220","Baansteegje",,"Waal",,"nee",,,"Baansteegje – Waal Kw.: 1 (1639-03-14)"
"BB221","Baarsjesgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Baarsjesgang – Laurierstraat MNM zie: Baafjesgang"
"BB222",,,,,,,,"Badder?steeg D OK: 1 (1567-10-16)"
"BB223","Bagijnengang",,,,"nee",,,"Bagijnengang – Overtoomseweg ONA; MNM zie: Begijnengang"
"BB224","Bakiesgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Bakiesgang – Laurierstraat MNM zie: Baafjesgang"
"BB225","Bakke?gang",,"Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","nee",,,"Bakke?gang – Elandsgracht BS: G 1 (G13/6/73v)"
"BB226",,,,,,,,"Bakkersdwarsstraat BF"
"BB227",,,,,,,,"Bakkersgang krt1842"
"BB228",,,,,,,,"Bakkersgang BA53 U"
"BB229","Bakkersgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Bakkersgang – Anjeliersstraat WV: 1 (zie: Korendragersgang); TA: 1 (1773-10-14); Kw.: 1 (1798-12-19)"
"BB230","Bakkersgang","https://adamlink.nl/geo/street/bakkersgang/6731","Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","ja","8","14","Bakkersgang B: Anjeliersstraat 8   14   vervallen. In 1796 naamloos.; K1805; BS: G 3, O 7, Ov 3 (1811-1851); RN53; BA53; RN75; L"
"BB231","Bakkersgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","ja","94","-","Bakkersgang B: Anjeliersstraat 94   -   vervallen.; TA: 2 (1740); MNM: 2 (1773, 1798); K1805; BS: G 4, O 3, Ov 4 (1812-1845)"
